"Ocupacion","NoPago","TotalMonto","EstadoContrato","Producto","FechaInicioC","FechaAdjudicación","FechaUltimoPago","FechaProyectadaFin","MontoVencido","Mensualidad","Ingresos","Legal","EdadActual","AZULEstatus","AdjudicaReal","PagosPuntuales","CostoAdmin","Genero","PersonaTipo","dtEstadoContrato","GrupoOrigenVenta","SemanasAdjud","Pagos9","Domicilia_Pago","Email","timetotV","Y"
18.0,57,235126,1.0,0.0,20150320,20160415,20191004,20200320,39180,3918,19164,0.0,21,0.0,0.0,47,27492,0.0,0.0,1.0,0.0,56.0,7,0,1,60,0
18.0,60,337617,0.0,1.0,20161216,20180518,20220106,20211216,5626,5626,27280,1.0,46,0.0,0.0,59,27860,1.0,0.0,0.0,0.0,74.0,8,0,1,61,1
107.0,60,342697,5.0,0.0,20150320,20171020,20220511,20200320,5711,5711,26926,1.0,42,0.0,0.0,59,35932,0.0,0.0,2.0,3.0,135.0,8,0,1,61,1
100.0,60,338249,0.0,1.0,20161216,20170915,20220222,20211216,11274,5637,29518,1.0,23,0.0,0.0,58,28245,0.0,0.0,0.0,3.0,39.0,8,0,1,62,1
77.0,38,249328,1.0,1.0,20190315,20190920,20220603,20240315,8310,4155,24596,1.0,32,0.0,0.0,36,15889,0.0,0.0,1.0,2.0,27.0,8,0,1,40,1
97.0,53,274350,6.0,0.0,20171117,20181116,20220601,20221117,0,4572,26367,1.0,33,0.0,0.0,53,22814,1.0,0.0,2.0,0.0,52.0,9,0,1,53,1
126.0,27,124984,1.0,0.0,20161216,20170317,20190103,20211216,20830,2083,10925,0.0,24,1.0,2.0,17,12673,1.0,0.0,1.0,0.0,13.0,9,0,1,35,0
58.0,28,298771,5.0,0.0,20150320,20160520,20170508,20200320,24895,4979,20284,0.0,51,0.0,0.0,23,14265,0.0,0.0,2.0,0.0,61.0,8,0,0,31,0
77.0,60,217708,5.0,0.0,20150320,20151016,20200818,20200320,7256,3628,18770,1.0,35,0.0,1.0,58,31790,1.0,0.0,2.0,0.0,30.0,8,1,1,61,1
97.0,51,260730,1.0,0.0,20180316,20181116,20220602,20230316,0,4345,18845,1.0,61,0.0,1.0,51,21795,0.0,1.0,1.0,3.0,35.0,9,0,1,51,1
97.0,60,286896,0.0,0.0,20150320,20161216,20200330,20200320,0,4781,24131,1.0,24,0.0,0.0,60,29646,0.0,0.0,0.0,3.0,91.0,8,1,1,60,1
62.0,53,402310,6.0,0.0,20171117,20190215,20220527,20221117,0,6705,29462,1.0,18,0.0,0.0,53,22814,0.0,0.0,2.0,2.0,65.0,9,0,1,53,1
15.0,44,315257,7.0,1.0,20180921,20191220,20220529,20230921,10508,5254,23256,1.0,36,0.0,0.0,42,18574,1.0,0.0,2.0,0.0,65.0,9,1,1,45,1
97.0,60,281494,0.0,0.0,20150320,20160219,20200317,20200320,4691,4691,25575,1.0,52,0.0,0.0,59,29122,0.0,0.0,0.0,3.0,48.0,8,1,0,61,1
68.0,50,387007,6.0,0.0,20180316,20190215,20220601,20230316,6450,6450,29490,1.0,40,0.0,0.0,49,21416,0.0,0.0,2.0,3.0,48.0,8,0,1,51,1
26.0,50,296332,6.0,0.0,20180316,20190315,20220513,20230316,4938,4938,32805,1.0,25,0.0,0.0,49,21416,0.0,0.0,2.0,3.0,52.0,9,0,1,51,1
23.0,60,378719,0.0,0.0,20170421,20180720,20220506,20220421,0,6311,32422,1.0,37,0.0,0.0,60,27033,0.0,0.0,0.0,0.0,65.0,7,0,1,60,1
51.0,52,506811,0.0,0.0,20180316,20190118,20220602,20230316,0,8446,55153,1.0,43,0.0,0.0,52,22258,0.0,0.0,0.0,4.0,44.0,8,0,1,52,1
97.0,47,371692,5.0,0.0,20160923,20170915,20200703,20210923,0,6194,29734,1.0,42,0.0,2.0,47,21534,1.0,0.0,2.0,3.0,51.0,3,0,1,47,1
58.0,48,464633,6.0,1.0,20180420,20190118,20220502,20230420,7743,7743,47373,1.0,32,0.0,0.0,47,20494,1.0,0.0,2.0,2.0,39.0,9,0,1,49,1
97.0,55,433910,0.0,1.0,20171117,20180921,20220601,20221117,0,7231,28624,1.0,45,0.0,0.0,55,23666,0.0,0.0,0.0,0.0,44.0,8,1,1,55,1
45.0,55,394029,6.0,0.0,20171020,20181116,20220601,20221020,6567,6567,36684,1.0,54,0.0,0.0,54,23764,0.0,0.0,2.0,0.0,56.0,8,0,1,56,1
58.0,58,627270,0.0,1.0,20170120,20170818,20210928,20220120,20908,10454,57298,1.0,52,0.0,0.0,56,25794,0.0,0.0,0.0,3.0,30.0,8,1,1,60,1
119.0,60,297957,0.0,0.0,20150417,20160318,20211004,20200417,4965,4965,27611,1.0,32,0.0,0.0,59,37008,0.0,0.0,0.0,0.0,48.0,8,0,1,61,1
80.0,56,462500,0.0,0.0,20171020,20190215,20220602,20221020,0,7708,41844,1.0,53,0.0,0.0,56,24143,1.0,0.0,0.0,3.0,69.0,7,0,1,56,1
126.0,58,265531,0.0,0.0,20150417,20160715,20200307,20200417,4425,4425,17046,1.0,51,0.0,0.0,57,29122,1.0,0.0,0.0,0.0,65.0,9,0,1,59,1
97.0,11,228965,6.0,0.0,20180817,20180921,20190603,20230817,38160,3816,16543,0.0,41,1.0,2.0,1,4913,0.0,0.0,2.0,2.0,5.0,8,0,1,21,0
50.0,36,115076,0.0,0.0,20150417,20160219,20180221,20200417,11502,2000,9018,0.0,29,0.0,0.0,30,17990,1.0,0.0,0.0,0.0,44.0,9,0,1,40,0
54.0,55,253251,5.0,0.0,20150417,20150821,20190930,20200417,4220,4220,20269,1.0,45,0.0,2.0,54,26530,0.0,0.0,2.0,3.0,18.0,9,0,1,56,1
121.0,59,270930,0.0,0.0,20150417,20160219,20200304,20200417,0,4515,21312,1.0,50,0.0,0.0,59,29122,1.0,0.0,0.0,3.0,44.0,7,0,1,59,1
97.0,60,466818,0.0,0.0,20160923,20180119,20220516,20210923,7780,7780,37323,1.0,44,0.0,0.0,59,27701,0.0,0.0,0.0,3.0,69.0,9,0,1,61,1
58.0,60,239330,0.0,0.0,20150417,20161021,20210108,20200417,3988,3988,14932,1.0,25,0.0,0.0,59,33365,0.0,0.0,0.0,3.0,79.0,8,0,1,61,1
66.0,45,282143,1.0,0.0,20180817,20190621,20220517,20230817,0,4702,26056,1.0,29,0.0,0.0,45,19109,0.0,0.0,1.0,2.0,44.0,8,0,1,45,1
97.0,47,623366,6.0,0.0,20171020,20171020,20210702,20221020,20778,10389,43411,1.0,57,1.0,2.0,45,20630,0.0,1.0,2.0,0.0,0.0,9,0,1,48,1
23.0,60,345034,1.0,0.0,20180316,20190118,20220505,20230316,0,5750,30203,1.0,39,0.0,0.0,60,27033,1.0,0.0,1.0,0.0,44.0,1,0,1,60,1
80.0,44,281694,5.0,0.0,20150417,20150918,20181005,20200417,32858,4694,24884,0.0,55,0.0,1.0,37,21654,0.0,0.0,2.0,3.0,22.0,8,0,1,46,0
97.0,47,322709,0.0,0.0,20160115,20161118,20191129,20210115,21512,5378,36383,0.0,43,0.0,0.0,43,22184,0.0,0.0,0.0,0.0,44.0,8,0,1,51,0
45.0,60,387122,0.0,0.0,20170421,20180216,20220413,20220421,12904,6452,36490,1.0,30,0.0,0.0,58,26654,0.0,0.0,0.0,0.0,43.0,8,0,1,62,1
69.0,37,361885,5.0,0.0,20170421,20170519,20200325,20220421,0,6031,32079,1.0,57,1.0,2.0,37,16831,0.0,1.0,2.0,2.0,4.0,7,0,1,37,1
50.0,43,207986,0.0,0.0,20170217,20180420,20200817,20220217,17330,3466,12928,0.0,32,0.0,0.0,38,19461,1.0,0.0,0.0,3.0,61.0,7,0,1,47,0
62.0,51,419703,0.0,0.0,20180316,20190315,20220601,20230316,13990,6995,41392,1.0,65,0.0,0.0,49,21795,1.0,1.0,0.0,3.0,52.0,8,0,1,53,1
40.0,45,385189,6.0,0.0,20180817,20180817,20220422,20230817,12838,6419,37742,1.0,26,1.0,2.0,43,19109,0.0,0.0,2.0,2.0,0.0,8,0,1,46,1
44.0,60,376352,6.0,0.0,20161021,20180921,20220506,20211021,12544,6272,26019,1.0,51,0.0,0.0,58,29130,0.0,0.0,2.0,3.0,100.0,7,0,1,61,1
18.0,60,472641,0.0,0.0,20150417,20160318,20200626,20200417,15754,7877,27675,1.0,25,0.0,0.0,58,30415,1.0,0.0,0.0,3.0,48.0,9,0,1,62,1
50.0,60,452042,0.0,0.0,20170616,20180216,20220502,20220616,0,7534,24175,1.0,44,0.0,0.0,60,26066,0.0,0.0,0.0,0.0,35.0,8,1,1,60,1
18.0,54,342496,6.0,0.0,20171117,20181221,20220503,20221117,5708,5708,28916,1.0,34,0.0,0.0,53,23193,1.0,0.0,2.0,3.0,57.0,9,0,1,55,1
28.0,47,347085,0.0,0.0,20170120,20181019,20201104,20220120,23136,5784,29225,0.0,22,0.0,0.0,43,21216,0.0,0.0,0.0,0.0,91.0,9,0,1,50,0
35.0,50,345904,1.0,0.0,20180316,20190816,20220526,20230316,11530,5765,31248,1.0,47,1.0,2.0,48,21416,1.0,0.0,1.0,0.0,74.0,8,0,1,51,1
38.0,47,315382,0.0,0.0,20150417,20160923,20190103,20200417,5256,5256,24308,1.0,60,0.0,0.0,46,22990,0.0,1.0,0.0,3.0,75.0,8,1,1,48,1
85.0,37,173572,0.0,0.0,20150417,20160219,20180327,20200417,11568,2892,11215,0.0,26,0.0,0.0,33,18450,0.0,0.0,0.0,3.0,44.0,8,0,1,39,0
97.0,56,373472,6.0,0.0,20160115,20160115,20200812,20210115,12448,6224,33693,1.0,50,1.0,2.0,54,26047,0.0,0.0,2.0,4.0,0.0,8,0,0,57,1
50.0,50,386011,1.0,0.0,20180316,20181116,20220521,20230316,12866,6433,30816,1.0,39,1.0,2.0,48,21416,1.0,0.0,1.0,2.0,35.0,7,0,1,52,1
50.0,53,339228,5.0,0.0,20150417,20150417,20190719,20200417,0,5653,23762,1.0,28,1.0,2.0,53,25648,0.0,0.0,2.0,3.0,0.0,9,1,1,53,1
97.0,60,371617,0.0,0.0,20170519,20180119,20220602,20220519,6193,6193,30852,1.0,40,0.0,0.0,59,26549,0.0,0.0,0.0,0.0,35.0,8,0,1,61,1
45.0,60,539507,6.0,0.0,20170519,20180817,20220411,20220519,8991,8991,41063,1.0,53,0.0,0.0,59,26170,0.0,0.0,2.0,3.0,65.0,8,0,1,61,1
50.0,27,162091,0.0,0.0,20180316,20190215,20200402,20230316,16206,2701,10702,0.0,37,0.0,0.0,21,12027,1.0,0.0,0.0,2.0,48.0,8,0,1,28,0
5.0,57,274245,1.0,1.0,20170915,20180216,20220520,20220915,4570,4570,26444,1.0,34,1.0,2.0,56,24621,1.0,0.0,1.0,3.0,22.0,9,0,1,58,1
97.0,60,365062,0.0,0.0,20150515,20160520,20200611,20200515,6084,6084,28088,1.0,25,0.0,0.0,59,29892,0.0,0.0,0.0,3.0,53.0,9,1,1,61,1
97.0,58,575455,0.0,0.0,20150515,20160415,20200925,20200515,9590,9590,46962,1.0,40,1.0,2.0,57,31166,0.0,0.0,0.0,0.0,48.0,8,1,1,59,1
63.0,56,349150,6.0,0.0,20170915,20181116,20220602,20220915,5819,5819,31350,1.0,27,0.0,0.0,55,24242,0.0,0.0,2.0,0.0,61.0,8,0,1,57,1
97.0,41,186807,0.0,0.0,20150515,20160318,20180831,20200515,18678,3113,14890,0.0,22,0.0,0.0,35,20227,0.0,0.0,0.0,0.0,44.0,9,0,1,47,0
15.0,31,289193,7.0,1.0,20180921,20190719,20210304,20230921,24095,4819,24410,0.0,20,0.0,0.0,26,13438,1.0,0.0,2.0,2.0,43.0,8,1,1,36,0
23.0,60,349212,0.0,1.0,20160923,20170818,20210827,20210923,5820,5820,39161,1.0,37,0.0,0.0,59,26905,0.0,0.0,0.0,3.0,47.0,9,0,1,61,1
5.0,60,349606,0.0,1.0,20170519,20171215,20220601,20220519,5826,5826,24576,1.0,50,0.0,0.0,59,26549,1.0,0.0,0.0,0.0,30.0,8,1,1,61,1
97.0,36,175828,6.0,0.0,20150515,20150515,20180327,20200515,5860,2930,15702,1.0,45,1.0,2.0,34,17928,1.0,0.0,2.0,3.0,0.0,8,1,1,38,1
62.0,37,181379,1.0,0.0,20190315,20190315,20220421,20240315,6044,3022,17152,1.0,36,1.0,2.0,35,15510,1.0,0.0,1.0,3.0,0.0,4,0,1,39,1
126.0,60,615614,0.0,0.0,20150515,20161021,20200701,20200515,20520,10260,51450,1.0,23,0.0,0.0,58,30318,1.0,0.0,0.0,3.0,75.0,8,1,1,61,1
105.0,41,256684,7.0,1.0,20190118,20191220,20220506,20240118,8556,4278,25001,1.0,45,0.0,0.0,39,17221,1.0,0.0,2.0,2.0,48.0,7,0,1,42,1
98.0,49,210573,5.0,0.0,20150515,20151218,20190401,20200515,3509,3509,18070,1.0,35,1.0,2.0,48,23797,1.0,0.0,2.0,3.0,31.0,8,1,0,50,1
85.0,60,315050,5.0,0.0,20170421,20180316,20220602,20220421,10500,5250,20037,1.0,37,0.0,0.0,58,26170,0.0,0.0,2.0,3.0,47.0,9,0,1,62,1
118.0,39,200248,6.0,0.0,20161021,20170421,20191230,20211021,20022,3337,10816,0.0,55,1.0,2.0,33,18021,0.0,1.0,2.0,0.0,26.0,8,0,1,45,0
50.0,51,292979,6.0,0.0,20180216,20181221,20220523,20230216,4882,4882,27016,1.0,20,0.0,0.0,50,21795,0.0,0.0,2.0,0.0,44.0,9,0,1,52,1
28.0,26,129185,1.0,1.0,20170915,20171020,20191031,20220915,17224,2153,7077,0.0,51,1.0,2.0,18,11788,0.0,0.0,1.0,0.0,5.0,9,0,1,34,0
114.0,51,303045,5.0,0.0,20160115,20160115,20200305,20210115,10100,5050,18044,1.0,32,1.0,2.0,49,23903,0.0,0.0,2.0,3.0,0.0,8,0,1,53,1
97.0,59,318320,0.0,0.0,20161021,20170915,20220118,20211021,10610,5305,36656,1.0,39,0.0,0.0,57,28364,0.0,0.0,0.0,0.0,47.0,9,0,0,61,1
58.0,58,290678,1.0,0.0,20161216,20170217,20210831,20211216,4844,4844,20718,1.0,21,1.0,2.0,57,25895,0.0,0.0,1.0,3.0,9.0,8,0,1,59,1
97.0,25,116281,0.0,0.0,20160115,20170818,20180112,20210115,15504,2000,12093,0.0,38,0.0,0.0,17,12310,1.0,0.0,0.0,3.0,83.0,7,0,1,32,0
50.0,50,295594,1.0,1.0,20180316,20180518,20220515,20230316,0,4926,22437,1.0,34,1.0,2.0,50,21416,1.0,0.0,1.0,2.0,9.0,8,0,1,50,1
58.0,46,281415,0.0,1.0,20180817,20190426,20220504,20230817,4690,4690,19619,1.0,44,0.0,0.0,45,19488,0.0,0.0,0.0,5.0,36.0,8,0,1,47,1
94.0,43,218721,6.0,0.0,20150515,20150515,20181001,20200515,0,3645,24399,1.0,50,1.0,2.0,43,21132,0.0,0.0,2.0,0.0,0.0,6,0,1,43,1
38.0,37,224827,7.0,1.0,20190426,20191115,20220602,20240426,0,3747,24258,1.0,41,0.0,0.0,37,15446,0.0,0.0,2.0,0.0,29.0,9,0,1,37,1
120.0,52,248878,0.0,0.0,20150515,20160819,20190709,20200515,16588,4147,27668,0.0,42,0.0,0.0,48,25125,0.0,0.0,0.0,0.0,66.0,7,0,1,55,0
85.0,60,320495,1.0,0.0,20170421,20170721,20220531,20220421,5341,5341,26409,1.0,34,1.0,2.0,59,26170,0.0,0.0,1.0,3.0,13.0,9,0,1,61,1
35.0,51,284291,1.0,0.0,20180316,20180720,20220601,20230316,9476,4738,28077,1.0,52,1.0,2.0,49,21795,1.0,0.0,1.0,3.0,18.0,7,0,1,52,1
63.0,48,359150,0.0,1.0,20180420,20181019,20220520,20230420,5985,5985,29974,1.0,38,0.0,0.0,47,20494,1.0,0.0,0.0,2.0,26.0,9,0,1,49,1
74.0,59,380701,0.0,1.0,20170421,20171117,20220228,20220421,6345,6345,32911,1.0,32,0.0,0.0,58,25789,0.0,0.0,0.0,5.0,30.0,9,1,1,60,1
18.0,54,328715,0.0,0.0,20171117,20181019,20220510,20221117,0,5478,31471,1.0,58,0.0,0.0,54,23193,0.0,1.0,0.0,3.0,48.0,9,0,1,54,1
74.0,49,251438,6.0,0.0,20180316,20190517,20220523,20230316,4190,4190,19871,1.0,36,0.0,0.0,48,21035,1.0,0.0,2.0,2.0,61.0,8,0,1,50,1
83.0,41,229510,1.0,0.0,20181221,20190517,20220513,20231221,7650,3825,20814,1.0,46,1.0,2.0,39,17290,0.0,0.0,1.0,2.0,21.0,8,0,1,43,1
121.0,22,106464,1.0,1.0,20191220,20200619,20210816,20241220,12418,2000,9837,0.0,33,0.0,0.0,15,9245,1.0,0.0,1.0,2.0,26.0,8,0,1,27,0
38.0,58,304595,5.0,0.0,20150515,20160617,20200427,20200515,5076,5076,26079,1.0,43,0.0,0.0,57,29032,1.0,0.0,2.0,3.0,57.0,7,1,1,59,1
117.0,50,292559,1.0,0.0,20180316,20190426,20220520,20230316,4875,4875,29149,1.0,46,0.0,0.0,49,21416,1.0,0.0,1.0,3.0,58.0,8,0,1,51,1
97.0,50,309597,0.0,0.0,20180316,20181019,20220601,20230316,10318,5159,30615,1.0,56,0.0,0.0,48,21416,1.0,1.0,0.0,0.0,31.0,9,0,1,51,1
79.0,60,326336,0.0,1.0,20170421,20171020,20220309,20220421,0,5438,28209,1.0,20,0.0,0.0,60,26170,0.0,0.0,0.0,0.0,26.0,9,0,1,60,1
23.0,57,336449,0.0,1.0,20171020,20180720,20220524,20221020,0,5607,32241,1.0,32,0.0,0.0,57,24621,0.0,0.0,0.0,0.0,39.0,7,0,1,57,1
117.0,53,285926,0.0,0.0,20171117,20181019,20220515,20221117,9530,4765,27312,1.0,50,0.0,0.0,51,22814,0.0,0.0,0.0,3.0,48.0,9,0,1,54,1
50.0,58,280311,0.0,0.0,20160115,20161216,20201002,20210115,9342,4671,15367,1.0,39,0.0,0.0,56,26892,0.0,0.0,0.0,3.0,48.0,9,0,1,60,1
50.0,22,106705,0.0,1.0,20170421,20171215,20190130,20220421,17780,2000,8838,0.0,32,0.0,0.0,12,10217,0.0,0.0,0.0,0.0,34.0,9,1,1,28,0
53.0,59,328023,0.0,0.0,20161216,20171215,20211116,20211216,0,5467,37636,1.0,25,0.0,0.0,59,27082,1.0,0.0,0.0,3.0,52.0,7,0,1,59,1
51.0,37,246332,1.0,0.0,20190426,20190719,20220602,20240426,0,4105,28233,1.0,30,1.0,2.0,37,15446,0.0,0.0,1.0,3.0,12.0,9,0,1,37,1
86.0,38,187417,0.0,0.0,20170217,20180518,20200328,20220217,31230,3123,20493,0.0,28,0.0,0.0,28,17318,0.0,0.0,0.0,0.0,65.0,8,0,1,41,0
97.0,37,237511,0.0,0.0,20150515,20160318,20180515,20200515,3958,3958,23313,1.0,54,0.0,0.0,36,18390,0.0,0.0,0.0,3.0,44.0,7,0,1,38,1
50.0,37,216586,7.0,0.0,20190426,20200221,20220430,20240426,3609,3609,18984,1.0,28,0.0,0.0,36,15446,0.0,0.0,2.0,2.0,43.0,9,0,1,38,1
97.0,59,337433,5.0,0.0,20170616,20180720,20220602,20220616,5623,5623,24365,1.0,61,0.0,0.0,58,25687,1.0,1.0,2.0,3.0,57.0,8,1,1,60,1
45.0,30,288973,5.0,0.0,20161216,20171020,20190410,20211216,9632,4816,17764,1.0,43,0.0,0.0,28,14002,1.0,0.0,2.0,3.0,44.0,7,0,1,31,1
35.0,60,231278,0.0,0.0,20161216,20170818,20211201,20211216,0,3854,24779,1.0,53,0.0,0.0,60,27472,0.0,0.0,0.0,0.0,35.0,6,0,1,60,1
45.0,54,375637,0.0,0.0,20150515,20160617,20200820,20200515,12520,6260,42625,1.0,26,0.0,0.0,52,30743,1.0,0.0,0.0,3.0,57.0,9,1,1,56,1
125.0,48,296249,1.0,1.0,20180615,20190215,20220601,20230615,4937,4937,17913,1.0,20,1.0,2.0,47,20411,0.0,0.0,1.0,0.0,35.0,8,0,1,49,1
97.0,59,367077,5.0,0.0,20170519,20180615,20220302,20220519,12234,6117,27961,1.0,47,0.0,0.0,57,25687,0.0,0.0,2.0,0.0,56.0,9,0,1,60,1
35.0,41,256020,6.0,0.0,20171117,20171215,20210302,20221117,21335,4267,23851,0.0,36,1.0,2.0,36,18057,1.0,0.0,2.0,4.0,4.0,8,0,1,44,0
65.0,60,404537,0.0,0.0,20160115,20170217,20210330,20210115,33710,6742,23718,0.0,32,0.0,0.0,55,28969,0.0,0.0,0.0,3.0,57.0,9,1,1,63,0
62.0,33,247148,1.0,0.0,20190816,20200918,20220530,20240816,8238,4119,18254,1.0,34,0.0,0.0,31,13738,0.0,0.0,1.0,3.0,57.0,7,0,1,35,1
50.0,29,113523,0.0,0.0,20160520,20170421,20180924,20210520,17028,2000,9789,0.0,24,0.0,0.0,20,13943,1.0,0.0,0.0,3.0,48.0,8,0,1,32,0
38.0,58,427512,0.0,0.0,20170421,20180420,20211204,20220421,7125,7125,32631,1.0,39,0.0,0.0,57,25500,0.0,0.0,0.0,2.0,52.0,8,0,1,59,1
97.0,30,189894,1.0,0.0,20191220,20200515,20220602,20241220,6328,3164,17452,1.0,32,1.0,2.0,28,12356,1.0,0.0,1.0,2.0,21.0,8,0,1,31,1
52.0,26,188909,1.0,0.0,20190315,20190315,20210311,20240315,28332,3148,14480,0.0,37,1.0,2.0,17,11197,1.0,0.0,1.0,2.0,0.0,8,0,1,30,0
15.0,47,335702,1.0,0.0,20180615,20190426,20220531,20230615,11190,5595,38069,1.0,29,0.0,0.0,45,20032,1.0,0.0,1.0,3.0,45.0,7,0,1,48,1
97.0,59,230076,6.0,0.0,20150619,20190215,20200302,20200619,7668,3834,19706,1.0,63,0.0,0.0,57,28075,0.0,1.0,2.0,0.0,191.0,8,0,1,60,1
6.0,60,307401,0.0,0.0,20150619,20180720,20220429,20200619,5123,5123,26283,1.0,51,0.0,0.0,59,37656,0.0,0.0,0.0,0.0,161.0,6,0,1,61,1
18.0,60,353023,0.0,0.0,20160115,20161216,20210302,20210115,11766,5883,18822,1.0,31,0.0,0.0,58,29483,0.0,0.0,0.0,3.0,48.0,8,0,1,61,1
28.0,43,213685,5.0,0.0,20160115,20160415,20190607,20210115,0,3561,15250,1.0,60,0.0,2.0,43,20502,0.0,1.0,2.0,3.0,13.0,7,0,1,43,1
17.0,40,324195,1.0,0.0,20190315,20190621,20220506,20240315,5403,5403,17418,1.0,45,1.0,2.0,39,16777,1.0,0.0,1.0,2.0,14.0,7,0,1,41,1
62.0,60,327499,0.0,0.0,20160923,20190719,20220120,20210923,0,5458,24381,1.0,39,0.0,0.0,60,28871,0.0,0.0,0.0,3.0,147.0,9,0,1,60,1
45.0,42,318835,0.0,0.0,20181116,20190920,20220601,20231116,10626,5313,26331,1.0,36,0.0,0.0,40,17669,1.0,0.0,0.0,2.0,44.0,6,1,1,43,1
58.0,12,115778,6.0,0.0,20150619,20150619,20160422,20200619,9645,2000,7926,0.0,47,1.0,2.0,7,6215,1.0,0.0,2.0,0.0,0.0,5,0,1,17,0
28.0,47,297732,6.0,0.0,20180316,20190118,20211224,20230316,44658,4962,18886,0.0,21,0.0,0.0,38,20262,1.0,0.0,2.0,0.0,44.0,8,0,1,48,0
28.0,56,350483,6.0,0.0,20170915,20190517,20220510,20220915,0,5841,28460,1.0,41,0.0,0.0,56,24143,1.0,0.0,2.0,0.0,87.0,8,0,1,56,1
23.0,55,332349,0.0,0.0,20170915,20180518,20220515,20220915,0,5539,34956,1.0,50,0.0,0.0,55,23764,0.0,0.0,0.0,0.0,35.0,9,0,1,55,1
5.0,6,45980,1.0,0.0,20181116,20181116,20190410,20231116,3064,2000,3502,0.0,32,1.0,2.0,2,2665,1.0,0.0,1.0,0.0,0.0,6,0,1,8,0
97.0,60,426229,0.0,0.0,20170421,20180316,20220511,20220421,0,7103,34498,1.0,50,0.0,0.0,60,26273,0.0,0.0,0.0,2.0,47.0,8,0,1,60,1
23.0,54,424875,6.0,0.0,20171117,20181116,20220509,20221117,14162,7081,35831,1.0,36,0.0,0.0,52,23193,0.0,0.0,2.0,3.0,52.0,9,0,1,55,1
53.0,13,67471,0.0,1.0,20170421,20171117,20180404,20220421,8992,2000,4589,0.0,57,0.0,0.0,5,6139,1.0,1.0,0.0,5.0,30.0,9,0,1,19,0
100.0,55,259848,0.0,0.0,20150619,20160415,20210504,20200619,4330,4330,15826,1.0,24,1.0,2.0,54,33956,0.0,0.0,0.0,3.0,43.0,8,1,1,56,1
28.0,41,397697,0.0,0.0,20181221,20191115,20220603,20231221,0,6628,28590,1.0,42,0.0,0.0,41,17221,0.0,0.0,0.0,0.0,47.0,8,1,1,41,1
28.0,39,283989,1.0,0.0,20190118,20190215,20220314,20240118,9466,4733,22778,1.0,27,1.0,2.0,37,16398,0.0,0.0,1.0,2.0,4.0,9,0,1,40,1
45.0,26,95821,0.0,0.0,20160923,20170721,20181001,20210923,15970,2000,9262,0.0,35,0.0,0.0,16,12347,1.0,0.0,0.0,3.0,43.0,9,0,1,35,0
97.0,59,393636,0.0,0.0,20170616,20180720,20220531,20220616,13120,6560,32966,1.0,27,0.0,0.0,57,25583,0.0,0.0,0.0,2.0,57.0,9,0,1,61,1
45.0,55,350362,0.0,0.0,20160115,20161216,20200731,20210115,23356,5839,26021,0.0,56,0.0,0.0,51,25623,1.0,1.0,0.0,0.0,48.0,9,0,1,58,0
50.0,32,139644,1.0,0.0,20150619,20150717,20171220,20200619,16289,2327,14660,0.0,27,1.0,2.0,25,16019,0.0,0.0,1.0,0.0,4.0,8,1,1,37,0
97.0,46,303727,0.0,1.0,20170421,20171117,20201210,20220421,0,5062,31013,1.0,42,0.0,0.0,46,20659,0.0,0.0,0.0,2.0,30.0,8,0,1,46,1
9.0,39,205325,0.0,0.0,20161216,20170915,20200115,20211216,23954,3422,11810,0.0,28,0.0,0.0,32,17947,0.0,0.0,0.0,0.0,39.0,6,0,1,45,0
68.0,53,384650,6.0,0.0,20171117,20180921,20220328,20221117,12820,6410,38137,1.0,28,0.0,0.0,51,22814,0.0,0.0,2.0,3.0,44.0,7,0,1,55,1
58.0,59,285124,0.0,0.0,20150619,20190719,20200716,20200619,9504,4752,27400,1.0,27,0.0,0.0,57,29795,0.0,0.0,0.0,3.0,213.0,8,0,1,60,1
97.0,28,187573,1.0,0.0,20191220,20200821,20220228,20241220,6252,3126,21674,1.0,35,1.0,2.0,26,11596,0.0,0.0,1.0,2.0,35.0,7,0,1,29,1
28.0,38,354773,7.0,1.0,20190426,20191115,20220602,20240426,5912,5912,20776,1.0,39,0.0,0.0,37,15889,0.0,0.0,2.0,2.0,29.0,8,0,1,39,1
97.0,52,262986,0.0,0.0,20171117,20181019,20220203,20221117,4383,4383,29447,1.0,47,0.0,0.0,51,22433,0.0,0.0,0.0,0.0,48.0,8,0,1,53,1
97.0,59,261646,0.0,0.0,20150619,20161216,20200918,20200619,4360,4360,19043,1.0,28,0.0,0.0,58,30642,0.0,0.0,0.0,3.0,78.0,6,0,1,60,1
117.0,22,97771,0.0,0.0,20170421,20180518,20190128,20220421,9774,2000,7509,0.0,49,0.0,0.0,16,10217,0.0,0.0,0.0,3.0,56.0,9,0,1,27,0
97.0,54,567829,0.0,0.0,20171117,20181116,20220506,20221117,18926,9463,64368,1.0,42,0.0,0.0,52,23193,1.0,0.0,0.0,3.0,52.0,9,0,1,56,1
50.0,31,177708,0.0,0.0,20181221,20191018,20210514,20231221,26649,2961,19921,0.0,26,0.0,0.0,22,13349,1.0,0.0,0.0,2.0,43.0,7,0,1,38,0
11.0,48,438762,5.0,0.0,20150619,20160219,20190430,20200619,14624,7312,41234,1.0,42,1.0,2.0,46,23273,1.0,0.0,2.0,3.0,35.0,7,0,1,49,1
